schcode,Rid,id,female,ses,femses,math,ses_mean,pro4yrc,public
202,21,2465,0,0.874,0,61.09,0.443064516,1,0
202,22,2466,1,0.813,0.813,61.09,0.443064516,1,0
202,23,2467,1,-0.132,-0.132,74.65,0.443064516,1,0
202,24,2468,1,-0.468,-0.468,37.59,0.443064516,1,0
202,25,2469,1,-0.028,-0.028,62.99,0.443064516,1,0
202,26,2470,1,1.012,1.012,65.35,0.443064516,1,0
202,27,2471,1,-0.618,-0.618,64.41,0.443064516,1,0
202,28,2472,1,0.316,0.316,61.09,0.443064516,1,0
202,29,2473,0,0.472,0,37.61,0.443064516,1,0
202,30,2474,1,-0.446,-0.446,61.09,0.443064516,1,0
202,31,2818,1,0.464,0.464,66.41,0.443064516,1,0
203,1,1137,0,-1.001,0,59.73,-0.302307692,1,0
203,2,1138,1,-0.246,-0.246,57.69,-0.302307692,1,0
203,3,1139,0,0.927,0,60.5995,-0.302307692,1,0
203,4,1140,0,-0.484,0,60.5995,-0.302307692,1,0
203,5,1141,0,-0.343,0,54.44,-0.302307692,1,0
203,6,1142,1,-1.103,-1.103,34.62,-0.302307692,1,0
203,7,1143,1,-0.342,-0.342,60.5995,-0.302307692,1,0
203,8,1144,0,-0.184,0,47.18,-0.302307692,1,0
203,9,1145,0,-0.67,0,65.98,-0.302307692,1,0
203,10,1146,1,-0.591,-0.591,60.5995,-0.302307692,1,0
203,11,1147,1,0.932,0.932,60.5995,-0.302307692,1,0
203,12,1148,0,-0.743,0,63.9,-0.302307692,1,0
203,13,1149,1,-0.082,-0.082,60.5995,-0.302307692,1,0
204,1,3143,1,-0.025,-0.025,54.57,0.11425,0.3125,0
204,2,3144,0,0.854,0,71.45,0.11425,0.3125,0
204,3,3145,1,0.854,0.854,61.637,0.11425,0.3125,0
204,4,3146,1,-0.398,-0.398,65.08,0.11425,0.3125,0
204,5,3147,0,0.108,0,55.78,0.11425,0.3125,0
204,6,3148,1,-0.167,-0.167,61.637,0.11425,0.3125,0
204,7,3149,1,0.17,0.17,66.6,0.11425,0.3125,0
204,8,3150,1,0.456,0.456,38.87,0.11425,0.3125,0
204,9,3151,1,-0.168,-0.168,61.637,0.11425,0.3125,0
204,10,3152,1,0.209,0.209,61.637,0.11425,0.3125,0
204,11,3154,1,-0.084,-0.084,61.637,0.11425,0.3125,0
204,12,3155,1,-0.479,-0.479,55.47,0.11425,0.3125,0
204,13,3156,1,-0.286,-0.286,45.63,0.11425,0.3125,0
204,14,3157,1,0.099,0.099,57.8,0.11425,0.3125,0
204,15,3158,1,0.401,0.401,64.22,0.11425,0.3125,0
204,16,3159,0,0.284,0,51.73,0.11425,0.3125,0
205,1,2118,1,-1.366,-1.366,44.11,-0.75132,1,0
205,2,2119,0,-1.322,0,39.08,-0.75132,1,0
205,3,2120,1,0.122,0.122,52.19,-0.75132,1,0
205,4,2121,0,-1.566,0,44.55,-0.75132,1,0
205,5,2122,0,-1.27,0,61.0787,-0.75132,1,0
205,6,2123,0,0.059,0,64.14,-0.75132,1,0
205,7,2124,1,-1.215,-1.215,58.46,-0.75132,1,0
205,8,2125,0,0.512,0,61.0787,-0.75132,1,0
205,9,2126,0,-1.528,0,61.0787,-0.75132,1,0
205,10,2127,0,-1.122,0,61.0787,-0.75132,1,0
205,11,2128,0,-1.591,0,61.0787,-0.75132,1,0
205,12,2129,0,-0.297,0,61.0787,-0.75132,1,0
205,13,2130,1,0.725,0.725,61.0787,-0.75132,1,0
205,14,2131,0,-1.404,0,61.0787,-0.75132,1,0
205,15,2132,1,-0.519,-0.519,41.09,-0.75132,1,0
205,16,2133,1,-1.031,-1.031,49.45,-0.75132,1,0
205,17,2134,1,-0.395,-0.395,47.07,-0.75132,1,0
205,18,2135,0,-0.542,0,68.67,-0.75132,1,0
205,19,2136,1,-0.289,-0.289,51.58,-0.75132,1,0
205,20,2137,1,-1.609,-1.609,49.6,-0.75132,1,0
205,21,2138,1,-1.399,-1.399,47.68,-0.75132,1,0
205,22,2139,1,-1.26,-1.26,61.0787,-0.75132,1,0
205,23,2140,0,-1.217,0,41.66,-0.75132,1,0
205,24,2141,1,0.583,0.583,52.62,-0.75132,1,0
205,25,2142,0,0.158,0,61.0787,-0.75132,1,0
206,1,2103,1,0.087,0.087,61.0783,-0.4588,1,0
206,2,2104,1,-1.225,-1.225,46.08,-0.4588,1,0
206,3,2105,1,0.489,0.489,53.28,-0.4588,1,0
206,4,2106,1,-0.822,-0.822,67.58,-0.4588,1,0
206,5,2107,0,-1.056,0,61.0783,-0.4588,1,0
206,6,2108,1,-0.118,-0.118,48.59,-0.4588,1,0
206,7,2109,0,0.185,0,61.0783,-0.4588,1,0
206,8,2110,1,0.176,0.176,60.89,-0.4588,1,0
206,9,2111,1,-0.385,-0.385,53.08,-0.4588,1,0
206,10,2112,1,-1.168,-1.168,55.23,-0.4588,1,0
206,11,2113,0,-1.214,0,39.69,-0.4588,1,0
206,12,2114,1,-0.74,-0.74,61.0783,-0.4588,1,0
206,13,2115,0,-0.316,0,52.69,-0.4588,1,0
206,14,2116,1,-0.949,-0.949,45.44,-0.4588,1,0
206,15,2117,0,0.174,0,61.0783,-0.4588,1,0
207,1,3259,0,0.134,0,58.38,-0.022866667,1,0
207,2,3260,0,-0.925,0,60.08,-0.022866667,1,0
207,3,3261,1,-0.73,-0.73,47.56,-0.022866667,1,0
207,4,3262,0,0.383,0,49.61,-0.022866667,1,0
207,5,3263,0,0.373,0,61.6435,-0.022866667,1,0
207,6,3264,0,-0.559,0,57.13,-0.022866667,1,0
207,7,3265,0,1.036,0,61.6435,-0.022866667,1,0
207,8,3266,0,0.712,0,48.4,-0.022866667,1,0
207,9,3267,0,-0.087,0,55.46,-0.022866667,1,0
207,10,3268,0,-0.089,0,61.6436,-0.022866667,1,0
207,11,3269,1,0.044,0.044,60.39,-0.022866667,1,0
207,12,3270,1,-0.498,-0.498,61.6436,-0.022866667,1,0
207,13,3271,1,0.146,0.146,61.6436,-0.022866667,1,0
207,14,3272,0,-0.576,0,61.6436,-0.022866667,1,0
207,15,3273,0,0.293,0,51.69,-0.022866667,1,0
208,1,331,0,-0.529,0,49.92,-0.379285714,1,0
208,2,332,0,0.686,0,55.84,-0.379285714,1,0
208,3,333,1,-0.169,-0.169,48.66,-0.379285714,1,0
208,4,334,0,-0.376,0,51.44,-0.379285714,1,0
208,5,335,0,-0.561,0,30.52,-0.379285714,1,0
208,6,336,1,-0.496,-0.496,60.5822,-0.379285714,1,0
208,7,337,1,-0.527,-0.527,46.4,-0.379285714,1,0
208,8,338,0,-0.372,0,60.5822,-0.379285714,1,0
208,9,339,0,-0.925,0,69.93,-0.379285714,1,0
208,10,340,0,0.234,0,39.41,-0.379285714,1,0
208,11,341,0,-0.18,0,60.5822,-0.379285714,1,0
208,12,342,1,-0.001,-0.001,52.2,-0.379285714,1,0
208,13,343,1,-0.155,-0.155,53.36,-0.379285714,1,0
208,14,344,0,-0.573,0,56.12,-0.379285714,1,0
208,15,345,1,-0.524,-0.524,65.9,-0.379285714,1,0
208,16,346,1,0.056,0.056,60.5822,-0.379285714,1,0
208,17,347,0,-0.704,0,60.5822,-0.379285714,1,0
208,18,348,1,-0.94,-0.94,46.99,-0.379285714,1,0
208,19,349,0,-0.441,0,60.5822,-0.379285714,1,0
208,20,350,0,-0.681,0,60.5822,-0.379285714,1,0
208,21,351,1,-0.787,-0.787,39.77,-0.379285714,1,0
209,1,2952,0,-1.417,0,61.6275,-0.218842105,1,0
209,2,2953,1,-0.838,-0.838,57.81,-0.218842105,1,0
209,3,2954,1,-1.522,-1.522,61.6275,-0.218842105,1,0
209,4,3160,1,0.683,0.683,63.07,-0.218842105,1,0
209,5,3161,0,0.511,0,66.64,-0.218842105,1,0
209,6,3162,0,-0.805,0,55.22,-0.218842105,1,0
209,7,3163,0,-0.078,0,61.64,-0.218842105,1,0
209,8,3164,0,-0.802,0,61.64,-0.218842105,1,0
209,9,3165,1,0.505,0.505,63.78,-0.218842105,1,0
209,10,3166,1,0.004,0.004,54.85,-0.218842105,1,0
209,11,3167,1,0.71,0.71,66.22,-0.218842105,1,0
209,12,3168,0,-0.002,0,61.6401,-0.218842105,1,0
209,13,3169,1,-0.033,-0.033,59.6,-0.218842105,1,0
209,14,3170,0,-0.625,0,61.6401,-0.218842105,1,0
209,15,3171,1,0.41,0.41,70.78,-0.218842105,1,0
209,16,3172,1,0.132,0.132,58.96,-0.218842105,1,0
209,17,3173,1,-0.252,-0.252,67.16,-0.218842105,1,0
209,18,3174,0,-0.725,0,53.24,-0.218842105,1,0
209,19,3175,1,-0.014,-0.014,61.6401,-0.218842105,1,0
210,1,6486,0,-1.15,0,45.91,-0.618095238,0,1
210,2,6487,0,-1.376,0,62.5424,-0.618095238,0,1
210,3,6488,0,-0.125,0,45.01,-0.618095238,0,1
210,4,6489,1,-0.97,-0.97,62.5424,-0.618095238,0,1
210,5,6490,1,-0.708,-0.708,55.76,-0.618095238,0,1
210,6,6491,0,-0.237,0,51.91,-0.618095238,0,1
210,7,6492,0,0.465,0,44.04,-0.618095238,0,1
210,8,6493,1,-0.812,-0.812,61.84,-0.618095238,0,1
210,9,6494,0,-0.714,0,40.58,-0.618095238,0,1
210,10,6495,0,0.544,0,47.76,-0.618095238,0,1
210,11,6496,1,-0.743,-0.743,54.54,-0.618095238,0,1
210,12,6497,0,-1.328,0,62.5424,-0.618095238,0,1
210,13,6498,1,-0.393,-0.393,57.01,-0.618095238,0,1
210,14,6499,0,-1.09,0,62.5424,-0.618095238,0,1
210,15,6500,1,-0.319,-0.319,50.82,-0.618095238,0,1
210,16,6501,0,-0.198,0,42.12,-0.618095238,0,1
210,17,6502,1,-1.247,-1.247,54.95,-0.618095238,0,1
210,18,6503,0,-0.708,0,42.87,-0.618095238,0,1
210,19,6504,0,-0.31,0,47.13,-0.618095238,0,1
210,20,6505,0,-0.937,0,62.5424,-0.618095238,0,1
210,21,6506,1,-0.624,-0.624,50.95,-0.618095238,0,1
211,1,3020,0,-0.289,0,43.14,-0.142,0.4,1
211,2,3021,0,-0.344,0,39.89,-0.142,0.4,1
211,3,3022,1,0.586,0.586,55.9,-0.142,0.4,1
211,4,3023,1,-1.277,-1.277,61.6337,-0.142,0.4,1
211,5,3024,1,-0.145,-0.145,49.54,-0.142,0.4,1
211,6,3025,0,0.557,0,61.6337,-0.142,0.4,1
211,7,3026,0,0.307,0,61.6337,-0.142,0.4,1
211,8,3027,0,-0.525,0,51.64,-0.142,0.4,1
211,9,3028,1,-0.212,-0.212,61.6337,-0.142,0.4,1
211,10,3029,1,-0.337,-0.337,63.68,-0.142,0.4,1
211,11,3030,1,-1.432,-1.432,61.6337,-0.142,0.4,1
211,12,3031,1,0.622,0.622,61.6337,-0.142,0.4,1
211,13,3032,0,0.226,0,45.55,-0.142,0.4,1
211,14,3033,1,-0.376,-0.376,69.22,-0.142,0.4,1
211,15,3034,0,0.509,0,44.46,-0.142,0.4,1
212,1,413,0,1.134,0,61.44,-0.189823529,1,1
212,2,414,1,-1.851,-1.851,43.87,-0.189823529,1,1
212,3,415,1,-1.029,-1.029,70.89,-0.189823529,1,1
212,4,416,0,0.077,0,54.03,-0.189823529,1,1
212,5,417,0,-0.919,0,60.34,-0.189823529,1,1
212,6,418,1,-0.468,-0.468,43.13,-0.189823529,1,1
212,7,419,1,0.199,0.199,48.43,-0.189823529,1,1
212,8,420,1,0.708,0.708,50.31,-0.189823529,1,1
212,9,421,0,0.276,0,56.57,-0.189823529,1,1
212,10,422,1,0.613,0.613,44.17,-0.189823529,1,1
212,11,423,0,-0.302,0,56.76,-0.189823529,1,1
212,12,424,0,-1.315,0,45.62,-0.189823529,1,1
212,13,425,0,-0.215,0,44.63,-0.189823529,1,1
212,14,426,0,-0.107,0,40.71,-0.189823529,1,1
212,15,427,1,0.434,0.434,63.54,-0.189823529,1,1
212,16,428,0,-0.245,0,54.36,-0.189823529,1,1
212,17,429,0,-0.217,0,60.5835,-0.189823529,1,1
213,1,4876,1,-0.999,-0.999,41.35,0.372166667,1,1
213,2,4877,1,0.291,0.291,56.39,0.372166667,1,1
213,3,4878,1,-0.246,-0.246,65.56,0.372166667,1,1
213,4,4879,0,0.959,0,65.02,0.372166667,1,1
213,5,4880,0,0.163,0,69,0.372166667,1,1
213,6,4881,1,1.227,1.227,64.74,0.372166667,1,1
213,7,4882,1,0.907,0.907,65.87,0.372166667,1,1
213,8,4883,0,0.683,0,62.3666,0.372166667,1,1
213,9,4884,1,0.162,0.162,62.3666,0.372166667,1,1
213,10,4885,1,-0.175,-0.175,54.79,0.372166667,1,1
213,11,4886,1,1.02,1.02,61.69,0.372166667,1,1
213,12,4887,0,1.363,0,55.14,0.372166667,1,1
213,13,4888,0,0.71,0,67.1,0.372166667,1,1
213,14,4889,1,-0.051,-0.051,62.01,0.372166667,1,1
213,15,4890,0,0.274,0,62.3666,0.372166667,1,1
213,16,4891,1,1.117,1.117,62.3666,0.372166667,1,1
213,17,4892,0,-0.544,0,62.3666,0.372166667,1,1
213,18,4893,1,-0.162,-0.162,60.47,0.372166667,1,1
214,1,2427,0,-0.139,0,40.96,-0.663714286,1,1
214,2,2428,0,-0.875,0,57.43,-0.663714286,1,1
214,3,2429,1,-1.275,-1.275,45.38,-0.663714286,1,1
214,4,2430,0,-0.922,0,61.0886,-0.663714286,1,1
214,5,2431,1,-0.867,-0.867,61.0886,-0.663714286,1,1
214,6,2432,1,-0.004,-0.004,41.09,-0.663714286,1,1
214,7,2433,0,0.087,0,54.94,-0.663714286,1,1
214,8,2435,1,0.168,0.168,48.51,-0.663714286,1,1
214,9,2436,1,-1.146,-1.146,61.0893,-0.663714286,1,1
214,10,2437,0,-1.369,0,50.77,-0.663714286,1,1
214,11,2438,0,-1.947,0,40.78,-0.663714286,1,1
214,12,2439,1,-2.226,-2.226,61.0893,-0.663714286,1,1
214,13,2440,0,-0.31,0,48.02,-0.663714286,1,1
214,14,2819,1,1.533,1.533,61.91,-0.663714286,1,1
215,1,1230,1,-0.897,-0.897,33.75,-0.472647059,1,1
215,2,1231,0,-0.951,0,69.91,-0.472647059,1,1
215,3,1232,0,-0.3,0,63.33,-0.472647059,1,1
215,4,1233,1,-0.522,-0.522,58.37,-0.472647059,1,1
215,5,1234,1,-0.457,-0.457,69.97,-0.472647059,1,1
215,6,1235,1,-0.092,-0.092,58.77,-0.472647059,1,1
215,7,1236,0,0.013,0,60.6014,-0.472647059,1,1
215,8,1237,0,0.583,0,60.6014,-0.472647059,1,1
215,9,1238,0,-0.958,0,59.68,-0.472647059,1,1
215,10,1239,0,-1.741,0,46.7,-0.472647059,1,1
215,11,1240,0,-0.267,0,58.6,-0.472647059,1,1
215,12,1241,0,0.337,0,73.4,-0.472647059,1,1
215,13,1242,1,-1.177,-1.177,49.54,-0.472647059,1,1
215,14,1243,1,-0.302,-0.302,60.6014,-0.472647059,1,1
215,15,1244,0,-1.189,0,53.49,-0.472647059,1,1
215,16,1245,0,-0.192,0,57.64,-0.472647059,1,1
215,17,1246,1,0.077,0.077,60.6014,-0.472647059,1,1
216,1,3289,1,0.962,0.962,74.38,0.213076923,1,1
216,2,3290,0,-0.49,0,61.6448,0.213076923,1,1
216,3,3291,1,0.356,0.356,64.72,0.213076923,1,1
216,4,3292,1,-0.377,-0.377,45.05,0.213076923,1,1
216,5,3293,0,0.409,0,50.41,0.213076923,1,1
216,6,3294,1,0.371,0.371,57.28,0.213076923,1,1
216,7,3295,0,-0.481,0,62.31,0.213076923,1,1
216,8,3296,0,0.78,0,61.6448,0.213076923,1,1
216,9,3297,0,-0.892,0,51.12,0.213076923,1,1
216,10,4697,1,0.358,0.358,64.71,0.213076923,1,1
216,11,4698,0,0.732,0,62.3167,0.213076923,1,1
216,12,4699,1,0.521,0.521,62.3167,0.213076923,1,1
216,13,4700,0,0.521,0,62.3167,0.213076923,1,1
217,1,449,1,0.681,0.681,60.5843,0.356071429,1,1
217,2,450,0,-0.794,0,60.5843,0.356071429,1,1
217,3,451,1,0.554,0.554,60.5843,0.356071429,1,1
217,4,452,0,-0.346,0,60.5843,0.356071429,1,1
217,5,453,1,1.323,1.323,60.5843,0.356071429,1,1
217,6,454,0,0.547,0,60.5843,0.356071429,1,1
217,7,455,1,-0.089,-0.089,60.5843,0.356071429,1,1
217,8,456,0,0.927,0,60.5843,0.356071429,1,1
217,9,457,0,-1.587,0,60.5843,0.356071429,1,1
217,10,458,1,-0.039,-0.039,60.5843,0.356071429,1,1
217,11,459,0,0.965,0,66.84,0.356071429,1,1
217,12,460,1,0.987,0.987,74.76,0.356071429,1,1
217,13,462,1,0.226,0.226,60.5843,0.356071429,1,1
217,14,463,1,1.63,1.63,60.5843,0.356071429,1,1
218,1,5961,1,0.547,0.547,62.5087,0.161764706,1,1
218,2,5962,1,0.663,0.663,43.47,0.161764706,1,1
218,3,5963,1,0.864,0.864,55.22,0.161764706,1,1
218,4,5965,0,-0.623,0,52.58,0.161764706,1,1
218,5,5966,1,0.274,0.274,42.74,0.161764706,1,1
218,6,5967,1,0.201,0.201,62.5087,0.161764706,1,1
218,7,5969,1,-0.398,-0.398,62.5087,0.161764706,1,1
218,8,5970,0,0.112,0,62.5087,0.161764706,1,1
218,9,5971,1,0.561,0.561,62.5087,0.161764706,1,1
218,10,6060,1,0.76,0.76,40.71,0.161764706,1,1
218,11,6061,0,-0.14,0,62.5153,0.161764706,1,1
218,12,6062,0,0.002,0,62.5153,0.161764706,1,1
218,13,6063,1,0.705,0.705,62.5153,0.161764706,1,1
218,14,6064,1,-0.599,-0.599,35.03,0.161764706,1,1
218,15,6065,1,-0.718,-0.718,62.5153,0.161764706,1,1
218,16,6066,0,-0.919,0,62.5153,0.161764706,1,1
218,17,6067,0,1.458,0,62.5153,0.161764706,1,1
219,1,3208,1,-0.861,-0.861,37.85,-0.0805,1,1
219,2,3360,1,0.136,0.136,51.7,-0.0805,1,1
219,3,3361,1,0.491,0.491,48.95,-0.0805,1,1
219,4,3362,1,-0.158,-0.158,61.62,-0.0805,1,1
219,5,3363,1,-1.31,-1.31,61.6484,-0.0805,1,1
219,6,3364,0,-0.094,0,61.6484,-0.0805,1,1
219,7,3365,0,0.382,0,61.6484,-0.0805,1,1
219,8,3366,1,-0.366,-0.366,61.6484,-0.0805,1,1
219,9,3367,0,1.411,0,70.46,-0.0805,1,1
219,10,3368,0,0.51,0,61.6484,-0.0805,1,1
219,11,3369,0,-0.936,0,61.6484,-0.0805,1,1
219,12,3370,1,-0.171,-0.171,44.41,-0.0805,1,1
220,1,961,1,-1.375,-1.375,43.55,-0.663333333,0.25,1
220,2,962,1,-1.056,-1.056,60.5952,-0.663333333,0.25,1
220,3,963,0,-0.666,0,43.49,-0.663333333,0.25,1
220,4,964,1,-0.317,-0.317,57.05,-0.663333333,0.25,1
220,5,965,1,-0.037,-0.037,49.49,-0.663333333,0.25,1
220,6,966,1,-1.266,-1.266,39.56,-0.663333333,0.25,1
220,7,967,1,-0.524,-0.524,49.91,-0.663333333,0.25,1
220,8,968,0,-1.315,0,60.5953,-0.663333333,0.25,1
220,9,969,1,-0.43,-0.43,49.42,-0.663333333,0.25,1
220,10,970,0,0.815,0,50.58,-0.663333333,0.25,1
220,11,971,0,-0.767,0,45.07,-0.663333333,0.25,1
220,12,972,0,-1.022,0,42.87,-0.663333333,0.25,1
221,1,2903,0,0.764,0,61.6251,0.125428571,1,1
221,2,2904,1,0.17,0.17,61.6251,0.125428571,1,1
221,3,2905,1,0.657,0.657,66.87,0.125428571,1,1
221,4,2906,0,-0.794,0,67.66,0.125428571,1,1
221,5,2907,1,0.684,0.684,74.29,0.125428571,1,1
221,6,2908,1,0.326,0.326,54.91,0.125428571,1,1
221,7,2909,0,-0.118,0,61.6251,0.125428571,1,1
221,8,2910,1,-0.499,-0.499,61.6251,0.125428571,1,1
221,9,2911,1,-0.852,-0.852,68,0.125428571,1,1
221,10,2912,1,0.049,0.049,58.73,0.125428571,1,1
221,11,2913,0,0.755,0,65.68,0.125428571,1,1
221,12,2914,1,0.712,0.712,50.23,0.125428571,1,1
221,13,2915,0,0.002,0,61.6251,0.125428571,1,1
221,14,2916,1,-0.1,-0.1,57.75,0.125428571,1,1
222,1,1751,0,0.075,0,61.0557,0.0103,1,1
222,2,1752,1,0.197,0.197,44.6,0.0103,1,1
222,3,1753,0,-0.882,0,51.51,0.0103,1,1
222,4,1754,0,1.306,0,44.33,0.0103,1,1
222,5,1755,1,0.747,0.747,37.07,0.0103,1,1
222,6,1756,1,-0.615,-0.615,61.0557,0.0103,1,1
222,7,1757,1,1.166,1.166,62.46,0.0103,1,1
222,8,1758,1,-1.235,-1.235,38.98,0.0103,1,1
222,9,1759,1,0.815,0.815,52.5,0.0103,1,1
222,10,1760,1,0.67,0.67,61.0557,0.0103,1,1
222,11,1761,0,1.449,0,64.23,0.0103,1,1
222,12,1762,0,-0.058,0,61.0557,0.0103,1,1
222,13,1763,1,-0.774,-0.774,57.5,0.0103,1,1
222,14,1764,0,-1.565,0,51.27,0.0103,1,1
222,15,1765,1,-0.414,-0.414,38.72,0.0103,1,1
222,16,1766,1,-0.207,-0.207,54.48,0.0103,1,1
222,17,1767,1,-0.016,-0.016,61.0557,0.0103,1,1
222,18,1768,1,0.087,0.087,49.91,0.0103,1,1
222,19,1769,1,-0.575,-0.575,52.4,0.0103,1,1
222,20,1770,0,0.035,0,61.0557,0.0103,1,1
223,1,1736,1,-0.673,-0.673,61.0545,-0.447733333,0.266666667,1
223,2,1737,0,-0.087,0,38.42,-0.447733333,0.266666667,1
223,3,1738,1,-0.386,-0.386,40.65,-0.447733333,0.266666667,1
223,4,1739,0,-1.069,0,40.43,-0.447733333,0.266666667,1
223,5,1740,0,-0.642,0,61.0545,-0.447733333,0.266666667,1
223,6,1741,1,-0.03,-0.03,42.31,-0.447733333,0.266666667,1
223,7,1742,0,-0.411,0,61.0545,-0.447733333,0.266666667,1
223,8,1743,1,0.223,0.223,51.89,-0.447733333,0.266666667,1
223,9,1744,1,-0.719,-0.719,46.43,-0.447733333,0.266666667,1
223,10,1745,1,-1.29,-1.29,44.03,-0.447733333,0.266666667,1
223,11,1746,0,0.409,0,57.34,-0.447733333,0.266666667,1
223,12,1747,1,0.282,0.282,51.32,-0.447733333,0.266666667,1
223,13,1748,1,-1.292,-1.292,29.94,-0.447733333,0.266666667,1
223,14,1749,0,-0.771,0,61.0545,-0.447733333,0.266666667,1
223,15,1750,1,-0.26,-0.26,55.61,-0.447733333,0.266666667,1
224,1,2352,1,-0.028,-0.028,61.0844,-0.149764706,0.705882353,1
224,2,2353,0,-1.163,0,61.0844,-0.149764706,0.705882353,1
224,3,2354,1,-0.374,-0.374,61.0844,-0.149764706,0.705882353,1
224,4,2355,1,0.209,0.209,61.0844,-0.149764706,0.705882353,1
224,5,2356,1,-0.263,-0.263,58.49,-0.149764706,0.705882353,1
224,6,2357,0,0.45,0,61.0844,-0.149764706,0.705882353,1
224,7,2358,1,1.055,1.055,62.3,-0.149764706,0.705882353,1
224,8,2359,1,-0.897,-0.897,53.3,-0.149764706,0.705882353,1
224,9,2360,1,-0.438,-0.438,61.0844,-0.149764706,0.705882353,1
224,10,2361,1,-0.19,-0.19,61.0844,-0.149764706,0.705882353,1
224,11,2362,1,-1.453,-1.453,61.0844,-0.149764706,0.705882353,1
224,12,2363,1,-0.458,-0.458,47.19,-0.149764706,0.705882353,1
224,13,2364,0,0.456,0,61.0845,-0.149764706,0.705882353,1
224,14,2365,1,-0.162,-0.162,68.3,-0.149764706,0.705882353,1
224,15,2366,1,0.284,0.284,60.03,-0.149764706,0.705882353,1
224,16,2367,0,-0.571,0,61.0845,-0.149764706,0.705882353,1
224,17,2368,1,0.997,0.997,61.0845,-0.149764706,0.705882353,1
225,1,4047,0,-0.723,0,37.18,-0.639944444,0.277777778,1
225,2,4048,1,-0.853,-0.853,49.59,-0.639944444,0.277777778,1
225,3,4049,0,-0.448,0,62.2633,-0.639944444,0.277777778,1
225,4,4050,0,-0.998,0,62.2633,-0.639944444,0.277777778,1
225,5,4051,0,0.275,0,46.44,-0.639944444,0.277777778,1
225,6,4052,1,-0.222,-0.222,56.83,-0.639944444,0.277777778,1
225,7,4053,0,-0.272,0,49.1,-0.639944444,0.277777778,1
225,8,4054,1,0.357,0.357,54.34,-0.639944444,0.277777778,1
225,9,4055,1,-0.599,-0.599,48.14,-0.639944444,0.277777778,1
225,10,4056,0,-1.463,0,62.2633,-0.639944444,0.277777778,1
225,11,4057,0,-0.399,0,50.5,-0.639944444,0.277777778,1
225,12,4058,0,-0.091,0,53.72,-0.639944444,0.277777778,1
225,13,4059,1,-0.915,-0.915,44.03,-0.639944444,0.277777778,1
225,14,4060,1,-1.045,-1.045,59.42,-0.639944444,0.277777778,1
225,15,4061,1,-1.02,-1.02,51.27,-0.639944444,0.277777778,1
225,16,4062,0,-1.463,0,62.2633,-0.639944444,0.277777778,1
225,17,4063,0,-1.273,0,62.2633,-0.639944444,0.277777778,1
225,18,4064,1,-0.367,-0.367,38.48,-0.639944444,0.277777778,1
226,1,3781,0,0.868,0,63.3,1.443153846,1,1
226,2,3782,0,1.854,0,62.0993,1.443153846,1,1
226,3,3783,1,1.824,1.824,62.0993,1.443153846,1,1
226,4,3784,1,0.548,0.548,62.0993,1.443153846,1,1
226,5,3785,1,1.779,1.779,62.0993,1.443153846,1,1
226,6,3786,1,1.658,1.658,62.0993,1.443153846,1,1
226,7,3787,0,1.779,0,62.0993,1.443153846,1,1
226,8,3788,1,1.059,1.059,62.0993,1.443153846,1,1
226,9,3789,1,1.705,1.705,62.0993,1.443153846,1,1
226,10,3790,0,1.11,0,62.0993,1.443153846,1,1
226,11,3791,1,1.608,1.608,70.75,1.443153846,1,1
226,12,3792,0,1.361,0,62.0993,1.443153846,1,1
226,13,3793,0,1.608,0,62.0993,1.443153846,1,1
227,1,729,1,-0.45,-0.45,51.68,-0.239133333,0.466666667,1
227,2,730,1,-0.929,-0.929,46.27,-0.239133333,0.466666667,1
227,3,731,0,0.173,0,60.5899,-0.239133333,0.466666667,1
227,4,732,1,-1.047,-1.047,60.5899,-0.239133333,0.466666667,1
227,5,733,1,0.783,0.783,57.38,-0.239133333,0.466666667,1
227,6,734,1,0.925,0.925,60.5899,-0.239133333,0.466666667,1
227,7,735,0,-0.593,0,55.59,-0.239133333,0.466666667,1
227,8,736,1,-0.609,-0.609,60.5899,-0.239133333,0.466666667,1
227,9,737,0,0.434,0,60.5899,-0.239133333,0.466666667,1
227,10,738,1,-0.712,-0.712,58.7,-0.239133333,0.466666667,1
227,11,739,1,0.661,0.661,60.5899,-0.239133333,0.466666667,1
227,12,740,1,-1.152,-1.152,38.55,-0.239133333,0.466666667,1
227,13,741,1,0.033,0.033,51.57,-0.239133333,0.466666667,1
227,14,742,1,-0.957,-0.957,48.69,-0.239133333,0.466666667,1
227,15,743,0,-0.147,0,60.5899,-0.239133333,0.466666667,1
228,1,1109,0,0.229,0,52.71,0.174285714,1,0
228,2,1110,0,-0.554,0,60.5989,0.174285714,1,0
228,3,1111,1,0.463,0.463,59.91,0.174285714,1,0
228,4,1112,1,0.365,0.365,58.61,0.174285714,1,0
228,5,1113,1,1.079,1.079,64.38,0.174285714,1,0
228,6,1114,0,0.19,0,64.42,0.174285714,1,0
228,7,1115,1,-0.059,-0.059,60.599,0.174285714,1,0
228,8,1116,0,0.598,0,60.599,0.174285714,1,0
228,9,1117,0,0.855,0,62.14,0.174285714,1,0
228,10,1118,1,1.284,1.284,60.599,0.174285714,1,0
228,11,1119,1,-0.073,-0.073,35.9,0.174285714,1,0
228,12,1120,0,-0.193,0,63.9,0.174285714,1,0
228,13,1121,1,-1.404,-1.404,54.8,0.174285714,1,0
